FID_,Join_Count,TARGET_FID,POINTID,GRID_CODE,SceneName,Count,StartYear,EndYear,RangeYear,X,Y
,1,0,1,1.000000000000000,39128db1-1b55-2908-9f71-e80da2ea26ab,4,2008,2014,6,117.584999999999990,3.415000000000000
,1,1,2,1.000000000000000,32d5ac39-6936-1b82-de12-cdc99f29a293,6,2008,2014,6,117.625000000000000,3.415000000000000
,1,2,3,1.000000000000000,3f0859b9-ac3a-8a66-dbde-ddcbc76dd7e8,3,2008,2014,6,117.625000000000000,3.405000000000000
,1,3,4,1.000000000000000,b0b343cb-5c62-a609-259a-232d8fcc9e02,6,2002,2015,13,117.944999999999990,2.405000000000000
,1,4,5,1.000000000000000,e3da8493-ca38-6098-1dea-56330bceb2e3,6,2002,2015,13,117.955000000000000,2.405000000000000
,1,5,6,1.000000000000000,c2a52737-b1e3-58fb-4059-62c66cd690fb,5,2002,2015,13,117.965000000000000,2.405000000000000
,1,6,7,1.000000000000000,01ad6a04-b03f-bc11-85d9-8ba899737f34,5,2002,2015,13,117.974999999999990,2.405000000000000
,1,7,8,1.000000000000000,2484c1f2-6497-d126-970e-2ca5d27e4c96,6,2002,2015,13,117.985000000000000,2.405000000000000
,1,8,9,1.000000000000000,def0a7fc-7b8a-4490-2165-0fb261df17ef,5,2002,2015,13,118.015000000000000,2.405000000000000
,1,9,10,1.000000000000000,cc22cacb-e2b4-f391-f5ba-edac738c6676,6,2002,2015,13,117.944999999999990,2.395000000000000
,1,10,11,1.000000000000000,2f3edfa9-9586-9bd7-87df-80c5db5acf30,5,2002,2015,13,117.965000000000000,2.395000000000000
,1,11,12,1.000000000000000,36601523-177f-3eec-543d-2f7b21eada0e,5,2002,2015,13,117.974999999999990,2.395000000000000
,1,12,13,1.000000000000000,e5ad1856-6bcd-c96e-c2d3-a214b530c9a5,6,2002,2015,13,117.985000000000000,2.395000000000000
,1,13,14,1.000000000000000,3346152b-5398-7ed1-1fde-fe698cd066af,7,2002,2015,13,117.995000000000000,2.395000000000000
,1,14,15,1.000000000000000,ef2fdaf3-f1a2-bf30-056d-d2d2696a041e,6,2002,2015,13,118.005000000000000,2.395000000000000
,1,15,16,1.000000000000000,51ca525d-624e-66e4-a9a4-f769401b32a3,5,2002,2015,13,117.944999999999990,2.385000000000000
,1,16,17,1.000000000000000,7e00b981-cc9c-2192-1638-366e92464645,5,2002,2015,13,117.955000000000000,2.385000000000000
,1,17,18,1.000000000000000,fa7bc512-faf5-e2eb-b1ee-320dce3bcbf5,5,2002,2015,13,117.974999999999990,2.385000000000000
,1,18,19,1.000000000000000,3721a787-7c46-1fd2-6b3a-eb04f680e0f1,6,2002,2015,13,117.985000000000000,2.385000000000000
,1,19,20,1.000000000000000,bbfd1a84-fb0a-b82e-2460-fd0e1362fcee,7,2002,2015,13,117.995000000000000,2.385000000000000
,1,20,21,1.000000000000000,56869425-a002-c094-5343-280a09de1d5d,6,2002,2015,13,118.005000000000000,2.385000000000000
,1,21,22,1.000000000000000,24efdcae-db7d-ef5f-e0a5-1555b836b6bf,5,2002,2015,13,118.025000000000010,2.385000000000000
,1,22,23,1.000000000000000,dbde5713-29ab-f71a-867a-22e218429a76,5,2002,2015,13,117.944999999999990,2.375000000000000
,1,23,24,1.000000000000000,016f68a5-31ff-1785-f172-e411bc98361e,5,2002,2015,13,117.955000000000000,2.375000000000000
,1,24,25,1.000000000000000,bcb65956-9f4c-3ed2-987e-624e5853d64d,5,2002,2015,13,117.974999999999990,2.375000000000000
,1,25,26,1.000000000000000,3fd12b6e-e63d-fbc0-be22-c0b15cac6b69,7,2002,2015,13,117.995000000000000,2.375000000000000
,1,26,27,1.000000000000000,b76f31c5-eec5-24e5-c375-29d55eb67cc0,6,2002,2015,13,118.005000000000000,2.375000000000000
,1,27,28,1.000000000000000,4b640cab-3400-501b-46ea-4357b9e77ecf,5,2002,2015,13,118.015000000000000,2.375000000000000
,1,28,29,1.000000000000000,c73dd739-b57d-9db0-810c-5b0a55d3030f,5,2002,2015,13,117.944999999999990,2.365000000000000
,1,29,30,1.000000000000000,90e7fbc5-d2e2-1f44-7a9b-3051547dd0f8,5,2002,2015,13,117.955000000000000,2.365000000000000
,1,30,31,1.000000000000000,93b77d4f-fe97-928c-1a1c-9f419d31ef76,5,2002,2015,13,117.965000000000000,2.365000000000000
,1,31,32,1.000000000000000,d812196d-8562-f11d-c723-24ac8ea934ac,5,2002,2015,13,117.974999999999990,2.365000000000000
,1,32,33,1.000000000000000,a786ca26-aa75-ba82-6883-3fc3c8625809,6,2002,2015,13,117.985000000000000,2.365000000000000
,1,33,34,1.000000000000000,73f819fb-8c5f-0923-7563-d575d2c86b4c,7,2002,2015,13,117.995000000000000,2.365000000000000
,1,34,35,1.000000000000000,e6e2c6de-ed09-875d-451d-72b36c847d41,6,2002,2015,13,118.005000000000000,2.365000000000000
,1,35,36,1.000000000000000,cb9ec006-1dad-81b1-4829-593e7f8587d2,5,2002,2015,13,117.955000000000000,2.355000000000000
,1,36,37,1.000000000000000,449f8ac5-fd74-3b7d-562b-cb2a6fec617a,5,2002,2015,13,117.974999999999990,2.355000000000000
,1,37,38,1.000000000000000,664377d2-5733-132e-0f9f-6c0bd420d714,6,2002,2015,13,117.985000000000000,2.355000000000000
,1,38,39,1.000000000000000,059ef41c-7727-1259-dcf4-c3e5b3568099,7,2002,2015,13,117.995000000000000,2.355000000000000
,1,39,40,1.000000000000000,5f725ba5-3024-fdc4-5142-42c6e6b410fc,6,2002,2015,13,118.005000000000000,2.355000000000000
,1,40,41,1.000000000000000,d82e29c3-9d6c-0565-4f27-b803b4976332,5,2002,2015,13,118.015000000000000,2.355000000000000
,1,41,42,1.000000000000000,c27db740-385d-46e1-7935-055b621326ec,5,2002,2015,13,118.025000000000010,2.355000000000000
,1,42,43,1.000000000000000,83da4a84-fa0c-3491-8821-4fe30e3410a8,5,2002,2015,13,118.035000000000000,2.355000000000000
,1,43,44,1.000000000000000,6420f786-4f22-0882-8f7e-fdccb3342bcd,5,2002,2015,13,117.955000000000000,2.345000000000000
,1,44,45,1.000000000000000,e2216c5f-403a-3712-2a70-a0b3ca2582fc,5,2002,2015,13,117.965000000000000,2.345000000000000
,1,45,46,1.000000000000000,c01eacd7-44d1-7a2c-47c3-13202badb98c,5,2002,2015,13,117.974999999999990,2.345000000000000
